"st","sample_id","name","clonal_complex"
22,1861,"ERX276046","CC22"
22,1863,"ERX276049","CC22"
22,1864,"ERX276050","CC22"
22,1866,"ERX276052","CC22"
22,1867,"ERX276053","CC22"
22,1868,"ERX276054","CC22"
22,1869,"ERX276055","CC22"
22,1870,"ERX276056","CC22"
22,1871,"ERX276057","CC22"
22,1872,"ERX276058","CC22"
22,1873,"ERX276060","CC22"
22,1876,"ERX276063","CC22"
22,1878,"ERX276065","CC22"
22,1879,"ERX276066","CC22"
22,1880,"ERX276067","CC22"
22,1881,"ERX276068","CC22"
22,1882,"ERX276070","CC22"
22,1883,"ERX276071","CC22"
22,1885,"ERX276073","CC22"
22,1886,"ERX276074","CC22"
22,1888,"ERX276076","CC22"
22,1890,"ERX276078","CC22"
22,1891,"ERX276079","CC22"
22,1893,"ERX276081","CC22"
22,1966,"ERX284206","CC22"
22,1967,"ERX284207","CC22"
22,1968,"ERX284208","CC22"
22,1969,"ERX284209","CC22"
22,1970,"ERX284210","CC22"
22,1972,"ERX284212","CC22"
22,1975,"ERX349401","CC22"
22,1976,"ERX349402","CC22"
22,1977,"ERX349403","CC22"
22,1978,"ERX349404","CC22"
22,1979,"ERX349405","CC22"
22,1980,"ERX349406","CC22"
22,1981,"ERX349407","CC22"
22,1982,"ERX349408","CC22"
22,1983,"ERX349409","CC22"
22,1984,"ERX349410","CC22"
22,1985,"ERX349411","CC22"
22,1986,"ERX349412","CC22"
22,1987,"ERX349413","CC22"
22,1988,"ERX349414","CC22"
22,1989,"ERX349415","CC22"
22,1990,"ERX349416","CC22"
22,1991,"ERX349417","CC22"
22,1992,"ERX349418","CC22"
22,1993,"ERX349419","CC22"
22,1994,"ERX349420","CC22"
22,1995,"ERX349421","CC22"
22,1996,"ERX349422","CC22"
22,1997,"ERX349423","CC22"
22,1998,"ERX349424","CC22"
22,1999,"ERX349425","CC22"
22,2000,"ERX349426","CC22"
22,2001,"ERX349427","CC22"
22,2002,"ERX349428","CC22"
22,2003,"ERX349429","CC22"
22,2004,"ERX349430","CC22"
22,2005,"ERX349431","CC22"
22,2006,"ERX349432","CC22"
22,2007,"ERX349433","CC22"
22,2008,"ERX349434","CC22"
22,2009,"ERX349435","CC22"
22,2010,"ERX349437","CC22"
22,2011,"ERX349438","CC22"
22,2012,"ERX349439","CC22"
22,2013,"ERX349440","CC22"
22,2014,"ERX349441","CC22"
22,2015,"ERX349442","CC22"
22,2016,"ERX349443","CC22"
22,2017,"ERX349444","CC22"
22,2018,"ERX349445","CC22"
22,2019,"ERX349446","CC22"
22,2020,"ERX349447","CC22"
22,2021,"ERX349448","CC22"
22,2022,"ERX349449","CC22"
22,2023,"ERX349450","CC22"
22,2024,"ERX349451","CC22"
22,2025,"ERX349452","CC22"
22,2026,"ERX349453","CC22"
22,2027,"ERX349454","CC22"
22,2028,"ERX349455","CC22"
22,2029,"ERX349456","CC22"
22,2030,"ERX349457","CC22"
22,2031,"ERX349458","CC22"
22,2032,"ERX349459","CC22"
22,2033,"ERX349460","CC22"
22,2034,"ERX349461","CC22"
22,2035,"ERX349462","CC22"
22,2036,"ERX349463","CC22"
22,2037,"ERX349464","CC22"
22,2038,"ERX349465","CC22"
22,2039,"ERX349466","CC22"
22,2040,"ERX349467","CC22"
22,2041,"ERX349468","CC22"
22,2042,"ERX349469","CC22"
22,2043,"ERX349470","CC22"
22,2044,"ERX349471","CC22"
22,2045,"ERX349472","CC22"
22,2046,"ERX349473","CC22"
22,2047,"ERX349474","CC22"
22,2048,"ERX349475","CC22"
22,2049,"ERX349476","CC22"
22,2050,"ERX349477","CC22"
22,2051,"ERX349478","CC22"
22,2052,"ERX349479","CC22"
22,2053,"ERX349480","CC22"
22,2054,"ERX349481","CC22"
22,2055,"ERX349482","CC22"
22,2056,"ERX349483","CC22"
22,2057,"ERX349484","CC22"
22,2058,"ERX349485","CC22"
22,2059,"ERX349487","CC22"
22,2060,"ERX349488","CC22"
22,2061,"ERX349489","CC22"
22,2062,"ERX349490","CC22"
22,2063,"ERX349491","CC22"
22,2064,"ERX349492","CC22"
22,2065,"ERX349493","CC22"
22,2066,"ERX349494","CC22"
22,2067,"ERX349495","CC22"
22,2068,"ERX349496","CC22"
22,2069,"ERX349497","CC22"
22,2070,"ERX349498","CC22"
22,2071,"ERX349499","CC22"
22,2072,"ERX349500","CC22"
22,2073,"ERX349501","CC22"
22,2074,"ERX349502","CC22"
22,2075,"ERX349503","CC22"
22,2076,"ERX349504","CC22"
22,2077,"ERX349505","CC22"
22,2078,"ERX349506","CC22"
22,2079,"ERX349507","CC22"
22,2080,"ERX349508","CC22"
22,2081,"ERX349509","CC22"
22,2082,"ERX349510","CC22"
22,2083,"ERX349511","CC22"
22,2084,"ERX349512","CC22"
22,2085,"ERX349513","CC22"
22,2086,"ERX349514","CC22"
22,2087,"ERX349515","CC22"
22,2089,"ERX349517","CC22"
22,2090,"ERX349518","CC22"
22,2091,"ERX349519","CC22"
22,2092,"ERX349520","CC22"
22,2093,"ERX349521","CC22"
22,2094,"ERX349522","CC22"
22,2095,"ERX349523","CC22"
22,2097,"ERX349525","CC22"
22,2098,"ERX349526","CC22"
22,2099,"ERX349527","CC22"
22,2100,"ERX349528","CC22"
22,2101,"ERX349529","CC22"
22,2102,"ERX349530","CC22"
22,2103,"ERX349531","CC22"
22,2104,"ERX349533","CC22"
22,2105,"ERX349534","CC22"
22,2106,"ERX349535","CC22"
22,2107,"ERX349536","CC22"
22,2108,"ERX349537","CC22"
22,2109,"ERX349538","CC22"
22,2110,"ERX349539","CC22"
22,2111,"ERX349540","CC22"
22,2112,"ERX349541","CC22"
22,2113,"ERX349542","CC22"
22,2114,"ERX349543","CC22"
22,2115,"ERX349544","CC22"
22,2116,"ERX349545","CC22"
22,2117,"ERX349546","CC22"
22,2118,"ERX349547","CC22"
22,2119,"ERX349548","CC22"
22,2120,"ERX349549","CC22"
22,2121,"ERX349550","CC22"
22,2122,"ERX349551","CC22"
22,2123,"ERX349552","CC22"
22,2124,"ERX349553","CC22"
22,2125,"ERX349554","CC22"
22,2126,"ERX349555","CC22"
22,2127,"ERX349556","CC22"
22,2128,"ERX349557","CC22"
22,2129,"ERX349558","CC22"
22,2130,"ERX349559","CC22"
22,2131,"ERX349560","CC22"
22,2132,"ERX349561","CC22"
22,2133,"ERX349562","CC22"
22,2134,"ERX349563","CC22"
22,2135,"ERX349564","CC22"
22,2136,"ERX349565","CC22"
22,2137,"ERX349566","CC22"
22,2138,"ERX349567","CC22"
22,2139,"ERX349568","CC22"
22,2140,"ERX349569","CC22"
22,2141,"ERX349570","CC22"
22,2143,"ERX349572","CC22"
22,2145,"ERX349574","CC22"
22,2146,"ERX349575","CC22"
22,2147,"ERX349576","CC22"
22,2148,"ERX349577","CC22"
22,2149,"ERX349578","CC22"
22,2150,"ERX349579","CC22"
22,2151,"ERX349580","CC22"
22,2152,"ERX349581","CC22"
22,2153,"ERX349583","CC22"
22,2155,"ERX349585","CC22"
22,2156,"ERX349586","CC22"
22,2157,"ERX349587","CC22"
22,2158,"ERX349588","CC22"
22,2159,"ERX349589","CC22"
22,2160,"ERX349590","CC22"
22,2161,"ERX349591","CC22"
22,2162,"ERX349592","CC22"
22,2163,"ERX349593","CC22"
22,2164,"ERX349594","CC22"
22,2165,"ERX349595","CC22"
22,2166,"ERX349596","CC22"
22,2167,"ERX349597","CC22"
22,2168,"ERX349598","CC22"
22,2169,"ERX349599","CC22"
22,2170,"ERX349600","CC22"
22,2171,"ERX349601","CC22"
22,2172,"ERX349602","CC22"
22,2173,"ERX349603","CC22"
22,2174,"ERX349604","CC22"
22,2175,"ERX349605","CC22"
22,2176,"ERX349606","CC22"
22,2177,"ERX349607","CC22"
22,2178,"ERX349608","CC22"
22,2179,"ERX349609","CC22"
22,2180,"ERX349610","CC22"
22,2181,"ERX349611","CC22"
22,2182,"ERX349612","CC22"
22,2183,"ERX349613","CC22"
22,2184,"ERX349614","CC22"
22,2185,"ERX349615","CC22"
22,2186,"ERX349616","CC22"
22,2187,"ERX349617","CC22"
22,2188,"ERX349618","CC22"
22,2189,"ERX349619","CC22"
22,2190,"ERX349620","CC22"
22,2191,"ERX349621","CC22"
22,2192,"ERX349622","CC22"
22,2194,"ERX349624","CC22"
22,2196,"ERX349626","CC22"
22,2198,"ERX349629","CC22"
22,2199,"ERX349630","CC22"
22,2200,"ERX349631","CC22"
22,2201,"ERX349632","CC22"
22,2202,"ERX349633","CC22"
22,2203,"ERX349634","CC22"
22,2204,"ERX349635","CC22"
22,2205,"ERX349636","CC22"
22,2206,"ERX349637","CC22"
22,2207,"ERX349638","CC22"
22,2218,"ERX349649","CC22"
22,2219,"ERX349650","CC22"
22,2220,"ERX349651","CC22"
22,2221,"ERX349652","CC22"
22,2222,"ERX349653","CC22"
22,2223,"ERX349654","CC22"
22,2224,"ERX349655","CC22"
22,2225,"ERX349656","CC22"
22,2226,"ERX349657","CC22"
22,2228,"ERX349659","CC22"
22,2229,"ERX349660","CC22"
22,2230,"ERX349661","CC22"
22,2231,"ERX349662","CC22"
22,2232,"ERX349663","CC22"
22,2234,"ERX349665","CC22"
22,2236,"ERX349667","CC22"
22,2255,"ERX349687","CC22"
22,2256,"ERX349688","CC22"
22,2257,"ERX349689","CC22"
22,2258,"ERX349690","CC22"
22,2259,"ERX349691","CC22"
22,2260,"ERX349692","CC22"
22,2261,"ERX349693","CC22"
22,2262,"ERX349694","CC22"
22,2263,"ERX349695","CC22"
22,2264,"ERX349696","CC22"
22,2265,"ERX349697","CC22"
22,2266,"ERX349698","CC22"
22,2267,"ERX349699","CC22"
22,2268,"ERX349700","CC22"
22,2269,"ERX349701","CC22"
22,2270,"ERX349702","CC22"
22,2271,"ERX349703","CC22"
22,2272,"ERX349704","CC22"
22,2273,"ERX349705","CC22"
22,2274,"ERX349706","CC22"
22,2275,"ERX349707","CC22"
22,2276,"ERX349708","CC22"
22,2277,"ERX349709","CC22"
22,2278,"ERX349710","CC22"
22,2279,"ERX349711","CC22"
22,2280,"ERX349712","CC22"
22,2281,"ERX349713","CC22"
22,2282,"ERX349714","CC22"
22,2283,"ERX349715","CC22"
22,2284,"ERX349716","CC22"
22,2285,"ERX349717","CC22"
22,2286,"ERX349718","CC22"
22,2287,"ERX349719","CC22"
22,2288,"ERX349720","CC22"
22,2289,"ERX349721","CC22"
22,2290,"ERX349722","CC22"
22,2291,"ERX349723","CC22"
22,2292,"ERX349725","CC22"
22,2293,"ERX349726","CC22"
22,2300,"ERX349733","CC22"
22,2301,"ERX349734","CC22"
22,2302,"ERX349735","CC22"
22,2303,"ERX349736","CC22"
22,2304,"ERX349737","CC22"
22,2305,"ERX349738","CC22"
22,2306,"ERX349739","CC22"
22,2307,"ERX349740","CC22"
22,2308,"ERX349741","CC22"
22,2309,"ERX349742","CC22"
22,2310,"ERX349743","CC22"
22,2311,"ERX349744","CC22"
22,2312,"ERX349745","CC22"
22,2313,"ERX349746","CC22"
22,2314,"ERX349747","CC22"
22,2315,"ERX349748","CC22"
22,2316,"ERX349749","CC22"
22,2317,"ERX349750","CC22"
22,2318,"ERX349751","CC22"
22,2319,"ERX349752","CC22"
22,2320,"ERX349753","CC22"
22,2321,"ERX349754","CC22"
22,2322,"ERX349755","CC22"
22,2323,"ERX349756","CC22"
22,2324,"ERX349757","CC22"
22,2325,"ERX349758","CC22"
22,2326,"ERX349759","CC22"
22,2327,"ERX349760","CC22"
22,2328,"ERX349761","CC22"
22,2329,"ERX349762","CC22"
22,2330,"ERX349763","CC22"
22,2331,"ERX349764","CC22"
22,2332,"ERX349765","CC22"
22,2333,"ERX349766","CC22"
22,2334,"ERX349767","CC22"
22,2335,"ERX349768","CC22"
22,2336,"ERX349769","CC22"
22,2337,"ERX349770","CC22"
22,2338,"ERX349771","CC22"
22,2339,"ERX349772","CC22"
22,2340,"ERX349773","CC22"
22,2341,"ERX349775","CC22"
22,2343,"ERX349777","CC22"
22,2344,"ERX349781","CC22"
22,2345,"ERX349782","CC22"
22,2346,"ERX349783","CC22"
22,2347,"ERX349784","CC22"
22,2481,"ERX360700","CC22"
22,2482,"ERX360701","CC22"
22,2483,"ERX360702","CC22"
22,2484,"ERX360703","CC22"
22,2485,"ERX360704","CC22"
22,2486,"ERX360705","CC22"
22,2487,"ERX360706","CC22"
22,2488,"ERX360707","CC22"
22,2489,"ERX360708","CC22"
22,2490,"ERX360709","CC22"
22,2491,"ERX360710","CC22"
22,2492,"ERX360711","CC22"
22,2512,"ERX360732","CC22"
22,2513,"ERX360733","CC22"
22,2514,"ERX360734","CC22"
22,2515,"ERX360736","CC22"
22,2516,"ERX360737","CC22"
22,2517,"ERX360738","CC22"
22,2518,"ERX360739","CC22"
22,2519,"ERX360740","CC22"
22,2520,"ERX360741","CC22"
22,2521,"ERX360742","CC22"
22,2522,"ERX360743","CC22"
22,2523,"ERX360744","CC22"
22,2524,"ERX360745","CC22"
22,2525,"ERX360746","CC22"
22,2526,"ERX360747","CC22"
22,2527,"ERX360748","CC22"
22,2528,"ERX360749","CC22"
22,2529,"ERX360750","CC22"
22,2530,"ERX360751","CC22"
22,2531,"ERX360752","CC22"
22,2532,"ERX360753","CC22"
22,2533,"ERX360754","CC22"
22,2564,"ERX360787","CC22"
22,2565,"ERX360788","CC22"
22,2578,"ERX451482","CC22"
22,2579,"ERX451483","CC22"
22,2580,"ERX451484","CC22"
22,2673,"ERX456009","CC22"
22,2674,"ERX456011","CC22"
22,2701,"ERX466792","CC22"
22,2721,"ERX470657","CC22"
22,2722,"ERX470658","CC22"
22,2723,"ERX470659","CC22"
22,2724,"ERX470660","CC22"
22,2725,"ERX470661","CC22"
22,2726,"ERX470662","CC22"
22,2727,"ERX470663","CC22"
22,2728,"ERX470664","CC22"
22,2729,"ERX470665","CC22"
22,2730,"ERX470666","CC22"
22,2731,"ERX470667","CC22"
22,2732,"ERX470668","CC22"
22,2733,"ERX470669","CC22"
22,2734,"ERX470670","CC22"
22,2735,"ERX470671","CC22"
22,2736,"ERX470672","CC22"
22,2737,"ERX470673","CC22"
22,2738,"ERX470674","CC22"
22,2739,"ERX470675","CC22"
22,2740,"ERX470676","CC22"
22,2741,"ERX470677","CC22"
22,2742,"ERX470678","CC22"
22,2743,"ERX470679","CC22"
22,2744,"ERX470680","CC22"
22,2745,"ERX470681","CC22"
22,2819,"ERX481642","CC22"
22,2888,"ERX490216","CC22"
22,3035,"ERX551091","CC22"
22,3042,"ERX551100","CC22"
22,3043,"ERX551101","CC22"
22,3050,"ERX551111","CC22"
22,3053,"ERX551114","CC22"
22,3054,"ERX551115","CC22"
22,3056,"ERX551118","CC22"
22,3057,"ERX551120","CC22"
22,3059,"ERX551122","CC22"
22,3060,"ERX551123","CC22"
22,3067,"ERX551133","CC22"
22,3084,"ERX551156","CC22"
22,3085,"ERX551157","CC22"
22,3087,"ERX551159","CC22"
22,3097,"ERX551170","CC22"
22,3099,"ERX551172","CC22"
22,3100,"ERX551173","CC22"
22,3103,"ERX551176","CC22"
22,3104,"ERX551178","CC22"
22,3105,"ERX551180","CC22"
22,3112,"ERX551189","CC22"
22,3113,"ERX551190","CC22"
22,3116,"ERX551193","CC22"
22,3123,"ERX551202","CC22"
22,3126,"ERX551205","CC22"
22,3128,"ERX551209","CC22"
22,3129,"ERX551211","CC22"
22,3134,"ERX551552","CC22"
22,3135,"ERX551559","CC22"
22,3137,"ERX551561","CC22"
22,3139,"ERX551563","CC22"
22,3140,"ERX551564","CC22"
22,3144,"ERX551568","CC22"
22,3145,"ERX551569","CC22"
22,3147,"ERX551571","CC22"
22,3149,"ERX551573","CC22"
22,3150,"ERX551574","CC22"
22,3153,"ERX551578","CC22"
22,3154,"ERX551580","CC22"
22,3157,"ERX551583","CC22"
22,3159,"ERX551585","CC22"
22,3164,"ERX551590","CC22"
22,3170,"ERX551596","CC22"
22,3171,"ERX551598","CC22"
22,3177,"ERX551798","CC22"
22,3179,"ERX551800","CC22"
22,3186,"ERX551811","CC22"
22,3188,"ERX551814","CC22"
22,3189,"ERX551819","CC22"
22,3190,"ERX551820","CC22"
22,3195,"ERX551826","CC22"
22,3196,"ERX552021","CC22"
22,3205,"ERX552031","CC22"
22,3206,"ERX552034","CC22"
22,3211,"ERX552040","CC22"
22,3212,"ERX552041","CC22"
22,3215,"ERX552045","CC22"
22,3218,"ERX552049","CC22"
22,3223,"ERX552056","CC22"
22,3224,"ERX552057","CC22"
22,3225,"ERX552058","CC22"
22,3230,"ERX552064","CC22"
22,3232,"ERX552066","CC22"
22,3235,"ERX552069","CC22"
22,3250,"ERX552089","CC22"
22,3253,"ERX552092","CC22"
22,3257,"ERX552096","CC22"
22,3258,"ERX552098","CC22"
22,3266,"ERX552107","CC22"
22,3274,"ERX552116","CC22"
22,3275,"ERX552117","CC22"
22,3283,"ERX552125","CC22"
22,3284,"ERX552126","CC22"
22,3285,"ERX552127","CC22"
22,3288,"ERX552133","CC22"
22,3294,"ERX552142","CC22"
22,3295,"ERX552144","CC22"
22,3296,"ERX552145","CC22"
22,3299,"ERX552149","CC22"
22,3300,"ERX552150","CC22"
22,3301,"ERX552151","CC22"
22,3304,"ERX552154","CC22"
22,3309,"ERX552159","CC22"
22,3310,"ERX552160","CC22"
22,3315,"ERX552167","CC22"
22,3318,"ERX552170","CC22"
22,3319,"ERX552172","CC22"
22,3326,"ERX552181","CC22"
22,3337,"ERX552196","CC22"
22,3342,"ERX552206","CC22"
22,3345,"ERX552210","CC22"
22,3346,"ERX552211","CC22"
22,3349,"ERX552214","CC22"
22,3352,"ERX552217","CC22"
22,3353,"ERX552218","CC22"
22,3359,"ERX552225","CC22"
22,3361,"ERX552231","CC22"
22,3364,"ERX552237","CC22"
22,3368,"ERX556595","CC22"
22,3369,"ERX556596","CC22"
22,3370,"ERX556597","CC22"
22,3371,"ERX556598","CC22"
22,3372,"ERX556599","CC22"
22,3374,"ERX556601","CC22"
22,3375,"ERX556602","CC22"
22,3376,"ERX556603","CC22"
22,3377,"ERX556604","CC22"
22,3378,"ERX556605","CC22"
22,3379,"ERX556606","CC22"
22,3380,"ERX556607","CC22"
22,3381,"ERX556608","CC22"
22,3382,"ERX556609","CC22"
22,3383,"ERX556610","CC22"
22,3385,"ERX556612","CC22"
22,3386,"ERX556613","CC22"
22,3387,"ERX556614","CC22"
22,3388,"ERX556615","CC22"
22,3389,"ERX556616","CC22"
22,3390,"ERX556617","CC22"
22,3391,"ERX556618","CC22"
22,3392,"ERX556619","CC22"
22,3393,"ERX556620","CC22"
22,3396,"ERX556623","CC22"
22,3397,"ERX556624","CC22"
22,3399,"ERX556626","CC22"
22,3400,"ERX556627","CC22"
22,3401,"ERX556628","CC22"
22,3402,"ERX556629","CC22"
22,3404,"ERX556631","CC22"
22,3405,"ERX556632","CC22"
22,3423,"ERX556651","CC22"
22,3424,"ERX556652","CC22"
22,3425,"ERX556654","CC22"
22,3426,"ERX556655","CC22"
22,3449,"ERX556682","CC22"
22,3450,"ERX556683","CC22"
22,3451,"ERX556684","CC22"
22,3452,"ERX556685","CC22"
22,3453,"ERX556686","CC22"
22,3454,"ERX556687","CC22"
22,3455,"ERX556688","CC22"
22,3456,"ERX556689","CC22"
22,3457,"ERX556690","CC22"
22,3458,"ERX556691","CC22"
22,3459,"ERX556692","CC22"
22,3460,"ERX556693","CC22"
22,3461,"ERX556694","CC22"
22,3462,"ERX556695","CC22"
22,3463,"ERX556696","CC22"
22,3464,"ERX556697","CC22"
22,3474,"ERX556708","CC22"
22,3475,"ERX556709","CC22"
22,3476,"ERX556710","CC22"
22,3477,"ERX556711","CC22"
22,3478,"ERX556712","CC22"
22,3479,"ERX556713","CC22"
22,3480,"ERX556714","CC22"
22,3481,"ERX556715","CC22"
22,3482,"ERX556716","CC22"
22,3483,"ERX556717","CC22"
22,3484,"ERX556718","CC22"
22,3485,"ERX556719","CC22"
22,3486,"ERX556720","CC22"
22,3487,"ERX556721","CC22"
22,3488,"ERX556722","CC22"
22,3489,"ERX556723","CC22"
22,3490,"ERX556724","CC22"
22,3491,"ERX556725","CC22"
22,3492,"ERX556726","CC22"
22,3493,"ERX556727","CC22"
22,3494,"ERX556728","CC22"
22,3495,"ERX556729","CC22"
22,3496,"ERX556730","CC22"
22,3497,"ERX556731","CC22"
22,3498,"ERX556732","CC22"
22,3499,"ERX556733","CC22"
22,3500,"ERX556734","CC22"
22,3502,"ERX556736","CC22"
22,3503,"ERX556737","CC22"
22,3504,"ERX556738","CC22"
22,3505,"ERX556739","CC22"
22,3507,"ERX556741","CC22"
22,3510,"ERX556744","CC22"
22,3511,"ERX556745","CC22"
22,3512,"ERX556746","CC22"
22,3513,"ERX556747","CC22"
22,3515,"ERX556749","CC22"
22,3517,"ERX556751","CC22"
22,3518,"ERX556752","CC22"
22,3519,"ERX556753","CC22"
22,3520,"ERX556754","CC22"
22,3521,"ERX556755","CC22"
22,3522,"ERX556756","CC22"
22,3524,"ERX556758","CC22"
22,3526,"ERX556760","CC22"
22,3529,"ERX556763","CC22"
22,3530,"ERX556764","CC22"
22,3531,"ERX556765","CC22"
22,3532,"ERX556766","CC22"
22,3533,"ERX556767","CC22"
22,3534,"ERX556768","CC22"
22,3535,"ERX556769","CC22"
22,3536,"ERX556770","CC22"
22,3537,"ERX556771","CC22"
22,3538,"ERX556772","CC22"
22,3540,"ERX556774","CC22"
22,3541,"ERX556775","CC22"
22,3542,"ERX556776","CC22"
22,3543,"ERX556778","CC22"
22,3544,"ERX556779","CC22"
22,3545,"ERX556780","CC22"
22,3546,"ERX556781","CC22"
22,3547,"ERX556783","CC22"
22,3550,"ERX556786","CC22"
22,3551,"ERX556787","CC22"
22,3554,"ERX556790","CC22"
22,3558,"ERX556794","CC22"
22,3559,"ERX556795","CC22"
22,3612,"ERX556853","CC22"
22,3613,"ERX556854","CC22"
22,3614,"ERX556855","CC22"
22,3615,"ERX556856","CC22"
22,3616,"ERX556857","CC22"
22,3618,"ERX556859","CC22"
22,3619,"ERX556860","CC22"
22,3620,"ERX556861","CC22"
22,3621,"ERX556862","CC22"
22,3622,"ERX556863","CC22"
22,3623,"ERX556864","CC22"
22,3624,"ERX556865","CC22"
22,3625,"ERX556866","CC22"
22,3626,"ERX556867","CC22"
22,3627,"ERX556868","CC22"
22,3628,"ERX556869","CC22"
22,3629,"ERX556870","CC22"
22,3636,"ERX652573","CC22"
22,3715,"ERX910070","CC22"
22,3716,"ERX910071","CC22"
22,3717,"ERX910072","CC22"
22,3718,"ERX910073","CC22"
22,3796,"ERX979656","CC22"
22,3798,"ERX979658","CC22"
22,3800,"ERX979660","CC22"
22,3987,"ERX979924","CC22"
22,4002,"SRX1051303","CC22"
22,4004,"SRX1051305","CC22"
22,4005,"SRX1051306","CC22"
22,4016,"SRX1051318","CC22"
22,4018,"SRX1051321","CC22"
22,4021,"SRX1051324","CC22"
22,4022,"SRX1051325","CC22"
22,4023,"SRX1051326","CC22"
22,4026,"SRX1051329","CC22"
22,4030,"SRX1051334","CC22"
22,4037,"SRX1051342","CC22"
22,4045,"SRX1051351","CC22"
22,4063,"SRX1051371","CC22"
22,4066,"SRX1051374","CC22"
22,4070,"SRX1051378","CC22"
22,4073,"SRX1051382","CC22"
22,4076,"SRX1051385","CC22"
22,4080,"SRX1051391","CC22"
22,4081,"SRX1051392","CC22"
22,4107,"SRX1051418","CC22"
22,4108,"SRX1051419","CC22"
22,4111,"SRX1051422","CC22"
22,4117,"SRX1051428","CC22"
22,4128,"SRX1051439","CC22"
22,4131,"SRX1051442","CC22"
22,4132,"SRX1051443","CC22"
22,4135,"SRX1051448","CC22"
22,4137,"SRX1051450","CC22"
22,4138,"SRX1051451","CC22"
22,4140,"SRX1051453","CC22"
22,4142,"SRX1051455","CC22"
22,4145,"SRX1051458","CC22"
22,4148,"SRX1051461","CC22"
22,4151,"SRX1051464","CC22"
22,4153,"SRX1051466","CC22"
22,4165,"SRX1051479","CC22"
22,4182,"SRX1051496","CC22"
22,4187,"SRX1051503","CC22"
22,4189,"SRX1051505","CC22"
22,4190,"SRX1051506","CC22"
22,4203,"SRX1051521","CC22"
22,4213,"SRX1051531","CC22"
22,4214,"SRX1051532","CC22"
22,4224,"SRX1051543","CC22"
22,4239,"SRX1051558","CC22"
22,4249,"SRX1051568","CC22"
22,4250,"SRX1051569","CC22"
22,4254,"SRX1051574","CC22"
22,4257,"SRX254271","CC22"
22,4258,"SRX254273","CC22"
22,4259,"SRX254275","CC22"
22,4260,"SRX254277","CC22"
22,4261,"SRX254292","CC22"
22,4262,"SRX254293","CC22"
22,4263,"SRX254295","CC22"
22,4264,"SRX254296","CC22"
22,4791,"ERX021694","CC22"
22,4792,"ERX021703","CC22"
22,4793,"ERX021704","CC22"
22,4794,"ERX021709","CC22"
22,4797,"ERX022948","CC22"
22,4873,"ERX063178","CC22"
22,4875,"ERX063189","CC22"
22,4885,"ERX080836","CC22"
22,4886,"ERX080837","CC22"
22,4941,"ERX086936","CC22"
22,4945,"ERX086981","CC22"
22,4952,"ERX087012","CC22"
22,4956,"ERX087020","CC22"
22,4978,"ERX087057","CC22"
22,4980,"ERX087061","CC22"
22,4983,"ERX087064","CC22"
22,5061,"ERX096636","CC22"
22,5066,"ERX096644","CC22"
22,5073,"ERX096671","CC22"
22,5075,"ERX096673","CC22"
22,5079,"ERX096681","CC22"
22,5081,"ERX096683","CC22"
22,5082,"ERX096684","CC22"
22,5085,"ERX096687","CC22"
22,5089,"ERX096697","CC22"
22,5093,"ERX096709","CC22"
22,5101,"ERX096722","CC22"
22,5114,"ERX096755","CC22"
22,5115,"ERX096757","CC22"
22,5298,"ERX1100982","CC22"
22,5299,"ERX1101009","CC22"
22,5300,"ERX1101010","CC22"
22,5301,"ERX1101011","CC22"
22,5302,"ERX1101012","CC22"
22,5303,"ERX1101013","CC22"
22,5304,"ERX1101016","CC22"
22,5305,"ERX1101017","CC22"
22,5307,"ERX1101021","CC22"
22,5308,"ERX1101024","CC22"
22,5309,"ERX1101025","CC22"
22,5310,"ERX1101026","CC22"
22,5311,"ERX1101027","CC22"
22,5313,"ERX110399","CC22"
22,5314,"ERX110409","CC22"
22,5315,"ERX110411","CC22"
22,5353,"ERX110816","CC22"
22,5469,"ERX1120227","CC22"
22,5470,"ERX1120228","CC22"
22,5471,"ERX1120235","CC22"
22,5474,"ERX1120247","CC22"
22,5475,"ERX1120249","CC22"
22,5476,"ERX1120252","CC22"
22,5477,"ERX1120266","CC22"
22,5479,"ERX1120293","CC22"
22,5481,"ERX1120304","CC22"
22,5482,"ERX1120312","CC22"
22,5483,"ERX1120314","CC22"
22,5485,"ERX1120324","CC22"
22,5489,"ERX1120332","CC22"
22,5490,"ERX1120333","CC22"
22,5491,"ERX1120338","CC22"
22,5492,"ERX1120340","CC22"
22,5494,"ERX1120344","CC22"
22,5495,"ERX1120345","CC22"
22,5496,"ERX1120350","CC22"
22,5497,"ERX1120351","CC22"
22,5499,"ERX1120369","CC22"
22,5501,"ERX1120380","CC22"
22,5503,"ERX1120392","CC22"
22,5506,"ERX1120420","CC22"
22,5507,"ERX1120422","CC22"
22,5509,"ERX1120444","CC22"
22,5510,"ERX1120449","CC22"
22,5512,"ERX1120460","CC22"
22,5513,"ERX1120471","CC22"
22,5514,"ERX1120472","CC22"
22,5518,"ERX1120495","CC22"
22,5519,"ERX1120498","CC22"
22,5522,"ERX1120513","CC22"
22,5523,"ERX1120514","CC22"
22,5524,"ERX1120515","CC22"
22,5525,"ERX1120524","CC22"
22,5526,"ERX1120529","CC22"
22,5527,"ERX1120547","CC22"
22,5528,"ERX1120550","CC22"
22,5531,"ERX1120567","CC22"
22,5532,"ERX1120575","CC22"
22,5533,"ERX1120584","CC22"
22,5535,"ERX1120610","CC22"
22,5537,"ERX1120615","CC22"
